id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
431,Udale,Bower,Udale.Bower@datascience.aot.com,Male,Silver,PhD,$207.49,"$2,102.36",Oklahoma City,OK
432,Marybeth,Pim,Marybeth.Pim@datascience.aot.com,Female,Silver,Bachelor Degree,$369.32,"$3,779.51",,
433,Richy,Lago,Richy.Lago@datascience.aot.com,Male,Gold,PhD,$231.29,"$2,801.79",Bonita Springs,FL
434,Raymund,Ockleshaw,Raymund.Ockleshaw@datascience.aot.com,Bigender,Gold,Some College,$381.72,"$1,054.51",,
435,Allie,Crasswell,Allie.Crasswell@datascience.aot.com,Male,Platnium,Bachelor Degree,$202.87,"$4,660.82",Roanoke,VA
436,Jennilee,Wenzel,Jennilee.Wenzel@datascience.aot.com,Female,Platnium,Some College,$392.07,"$1,891.69",Lakeland,FL
437,Jeffy,Buggy,Jeffy.Buggy@datascience.aot.com,Male,Platnium,Master Degree,$195.41,"$2,094.27",El Paso,TX
438,Lita,Sygroves,Lita.Sygroves@datascience.aot.com,Female,Platnium,Bachelor Degree,$161.43,"$1,479.11",Greensboro,NC
439,Maje,Harrison,Maje.Harrison@datascience.aot.com,Male,None,Some College,$242.83,"$1,325.39",,
440,Rana,Moncaster,Rana.Moncaster@datascience.aot.com,Female,Silver,Master Degree,$228.30,"$2,501.51",,
441,Datha,Chazelle,Datha.Chazelle@datascience.aot.com,Female,Gold,High School Diploma,$350.57,"$4,948.64",Miami,FL
442,Erika,Bingell,Erika.Bingell@datascience.aot.com,Female,Gold,PhD,$244.97,"$1,045.46",Tampa,FL
443,Lee,Lydford,Lee.Lydford@datascience.aot.com,Male,Platnium,Master Degree,$333.18,"$2,517.47",Mobile,AL
444,Dolph,Dimitresco,Dolph.Dimitresco@datascience.aot.com,Male,None,Some College,$179.56,"$1,462.17",Jacksonville,FL
445,Deirdre,Bourdon,Deirdre.Bourdon@datascience.aot.com,Female,None,Master Degree,$226.73,"$2,270.82",,
446,Kelcey,Bennell,Kelcey.Bennell@datascience.aot.com,Female,None,Bachelor Degree,$271.22,"$4,790.87",Dallas,TX
447,Shep,Tenpenny,Shep.Tenpenny@datascience.aot.com,Male,Gold,Master Degree,$314.70,"$4,247.75",Houston,TX
448,Brittan,Bramsen,Brittan.Bramsen@datascience.aot.com,Female,Gold,Some College,$334.02,"$4,157.14",Brooklyn,NY
449,Ingaborg,Praten,Ingaborg.Praten@datascience.aot.com,Female,Gold,Master Degree,$288.86,"$1,668.27",Lincoln,NE
450,Derward,Paolucci,Derward.Paolucci@datascience.aot.com,Male,Silver,Some College,$225.40,"$4,038.60",Baltimore,MD
451,Vince,Brodnecke,Vince.Brodnecke@datascience.aot.com,Male,Gold,PhD,$268.78,"$1,382.82",Des Moines,IA
452,Correy,Zmitrichenko,Correy.Zmitrichenko@datascience.aot.com,Agender,Platnium,Master Degree,$264.61,"$1,945.89",Bronx,NY
453,Niki,Derx,Niki.Derx@datascience.aot.com,Male,Silver,PhD,$220.04,"$1,460.24",Knoxville,TN
454,Storm,Etherson,Storm.Etherson@datascience.aot.com,Female,Gold,Master Degree,$374.84,$572.73,Amarillo,TX
455,Nevin,Iiannone,Nevin.Iiannone@datascience.aot.com,Male,Silver,PhD,$277.49,$774.26,Salem,OR
456,Belia,Qualtro,Belia.Qualtro@datascience.aot.com,Female,Gold,PhD,$156.10,"$2,947.74",Augusta,GA
457,Brooke,McAvaddy,Brooke.McAvaddy@datascience.aot.com,Female,Gold,Bachelor Degree,$159.12,"$3,155.36",Los Angeles,CA
458,Rodd,Vedeshkin,Rodd.Vedeshkin@datascience.aot.com,Male,Gold,PhD,$312.80,"$2,127.56",Alexandria,VA
459,Annissa,Metcalf,Annissa.Metcalf@datascience.aot.com,Female,Platnium,Some College,$316.01,"$2,876.25",Irvine,CA
460,Christel,Hotson,Christel.Hotson@datascience.aot.com,Female,None,Bachelor Degree,$205.57,"$3,183.80",Tucson,AZ
461,Brunhilda,Bolland,Brunhilda.Bolland@datascience.aot.com,Female,None,PhD,$299.40,"$2,444.56",Burbank,CA
462,Kirk,Guerro,Kirk.Guerro@datascience.aot.com,Male,Gold,PhD,$185.74,"$1,489.21",Indianapolis,IN
463,Manolo,Mussolini,Manolo.Mussolini@datascience.aot.com,Male,Platnium,Some College,$370.19,"$1,013.68",Omaha,NE
464,Burl,Ducarne,Burl.Ducarne@datascience.aot.com,Male,Platnium,Bachelor Degree,$355.24,"$2,638.59",Beaufort,SC
465,Saundra,MacCleay,Saundra.MacCleay@datascience.aot.com,Male,Platnium,Bachelor Degree,$384.45,"$4,362.79",Herndon,VA
466,Giulio,Morphet,Giulio.Morphet@datascience.aot.com,Male,Gold,,,,Phoenix,AZ
467,Inigo,Garnett,Inigo.Garnett@datascience.aot.com,Male,None,PhD,$183.51,"$1,556.64",,
468,Uri,Oxterby,Uri.Oxterby@datascience.aot.com,Male,Platnium,Some College,$358.20,"$3,431.34",Albany,GA
469,Ario,Ruck,Ario.Ruck@datascience.aot.com,Genderqueer,None,PhD,$329.88,"$1,585.77",Henderson,NV
470,Raychel,Talby,Raychel.Talby@datascience.aot.com,Female,Silver,Master Degree,$278.29,$672.16,Bridgeport,CT
471,Arlee,Ansill,Arlee.Ansill@datascience.aot.com,Female,Platnium,Bachelor Degree,$289.80,"$4,295.89",,
472,Crysta,Vignaux,Crysta.Vignaux@datascience.aot.com,Female,None,Some College,$360.46,$889.66,Fort Lauderdale,FL
473,Marlon,Pardie,Marlon.Pardie@datascience.aot.com,Male,Silver,Master Degree,$259.04,"$3,259.72",Houston,TX
474,Juana,Airs,Juana.Airs@datascience.aot.com,Female,Platnium,Some College,$347.14,"$3,827.31",Sacramento,CA
475,Onfroi,Belson,Onfroi.Belson@datascience.aot.com,Male,Platnium,Bachelor Degree,$190.65,"$1,470.01",Canton,OH
476,Dilan,Trevain,Dilan.Trevain@datascience.aot.com,Male,Silver,PhD,$230.74,"$1,782.30",Bonita Springs,FL
477,Joyce,Sigfrid,Joyce.Sigfrid@datascience.aot.com,Female,None,Some College,$321.44,"$3,043.88",,
478,Fidole,Beauchop,Fidole.Beauchop@datascience.aot.com,Male,Gold,Some College,$307.09,"$1,360.31",Tampa,FL
479,Leshia,Manley,Leshia.Manley@datascience.aot.com,Female,Silver,PhD,$384.04,"$3,997.02",Birmingham,AL
480,Wilhelmina,Christopherson,Wilhelmina.Christopherson@datascience.aot.com,Female,Gold,,,,Saint Petersburg,FL
481,Rooney,Gianinotti,Rooney.Gianinotti@datascience.aot.com,Male,Gold,High School Diploma,$361.85,"$1,790.71",Berkeley,CA
482,Nolana,Shew,Nolana.Shew@datascience.aot.com,Female,Gold,High School Diploma,$285.68,"$2,295.24",Portland,OR
483,Trent,Saxelby,Trent.Saxelby@datascience.aot.com,Agender,None,Master Degree,$187.32,"$3,846.98",Garden Grove,CA
484,Byrle,McKilroe,Byrle.McKilroe@datascience.aot.com,Male,Gold,Some College,$247.97,"$4,728.94",Fairbanks,AK
485,Leo,Wiggett,Leo.Wiggett@datascience.aot.com,Male,Platnium,High School Diploma,$371.07,"$3,184.90",Memphis,TN
486,Viviana,Westcar,Viviana.Westcar@datascience.aot.com,Female,Silver,Bachelor Degree,$310.33,"$2,564.22",Chesapeake,VA
487,Gannie,Pierri,Gannie.Pierri@datascience.aot.com,Male,Platnium,High School Diploma,$191.77,"$4,482.88",Yonkers,NY
488,Zabrina,Oakly,Zabrina.Oakly@datascience.aot.com,Female,None,High School Diploma,$223.65,"$1,082.83",,
489,Winnah,Burgher,Winnah.Burgher@datascience.aot.com,Female,Silver,High School Diploma,$290.12,"$1,512.31",Topeka,KS
490,Mildred,Di Biasi,Mildred.Di Biasi@datascience.aot.com,Female,Gold,Bachelor Degree,$378.36,"$2,557.67",Dallas,TX
491,Caldwell,Stuchbery,Caldwell.Stuchbery@datascience.aot.com,Male,Platnium,Some College,$350.64,$826.68,Tyler,TX
492,Aeriel,Dormand,Aeriel.Dormand@datascience.aot.com,Female,None,,,,Jersey City,NJ
493,Erasmus,Cufflin,Erasmus.Cufflin@datascience.aot.com,Male,Silver,Some College,$283.17,"$2,909.35",Vancouver,WA
494,Kathe,Botly,Kathe.Botly@datascience.aot.com,Bigender,Platnium,Some College,$330.06,"$2,907.61",Scranton,PA
495,Shellysheldon,Andrag,Shellysheldon.Andrag@datascience.aot.com,Male,Silver,High School Diploma,$353.29,"$2,944.33",Santa Barbara,CA
496,Bernie,Bradlaugh,Bernie.Bradlaugh@datascience.aot.com,Male,Platnium,PhD,$277.05,"$1,757.83",,
497,Lucinda,McVitie,Lucinda.McVitie@datascience.aot.com,Female,Gold,High School Diploma,$171.73,"$2,009.64",Winston Salem,NC
498,Taber,Bielfeld,Taber.Bielfeld@datascience.aot.com,Male,Platnium,PhD,$307.92,"$1,885.47",Killeen,TX
499,Rosette,Deuss,Rosette.Deuss@datascience.aot.com,Female,Silver,Master Degree,$245.60,$523.71,Norfolk,VA
500,Robbie,Agneau,Robbie.Agneau@datascience.aot.com,Female,Silver,PhD,$396.44,$416.53,Knoxville,TN
501,Lindon,Burnand,Lindon.Burnand@datascience.aot.com,Male,Platnium,Bachelor Degree,$300.07,"$3,549.59",Shawnee Mission,KS
502,Hendrik,Eaken,Hendrik.Eaken@datascience.aot.com,Male,None,PhD,$308.49,"$4,580.50",Warren,OH
503,Robinia,Fetherstan,Robinia.Fetherstan@datascience.aot.com,Agender,Silver,Master Degree,$198.89,"$4,742.84",,
504,Manfred,Sherar,Manfred.Sherar@datascience.aot.com,Male,Gold,High School Diploma,$234.88,$863.63,Miami,FL
505,Sollie,Lahiff,Sollie.Lahiff@datascience.aot.com,Male,Gold,Bachelor Degree,$375.50,"$1,052.38",,
506,Kelcie,Delete,Kelcie.Delete@datascience.aot.com,Female,Gold,High School Diploma,$322.94,"$2,860.92",Pensacola,FL
507,Stormy,Huston,Stormy.Huston@datascience.aot.com,Female,None,Bachelor Degree,$329.05,"$1,043.42",,
508,Constantia,MacAindreis,Constantia.MacAindreis@datascience.aot.com,Genderfluid,Platnium,Some College,$194.59,"$2,013.34",Anaheim,CA
509,Candie,Water,Candie.Water@datascience.aot.com,Female,Gold,Master Degree,$216.75,$691.71,Dallas,TX
510,Eustace,Merrywether,Eustace.Merrywether@datascience.aot.com,Male,None,Master Degree,$224.77,"$3,553.42",Pasadena,CA
511,Hartwell,Artindale,Hartwell.Artindale@datascience.aot.com,Male,Silver,Bachelor Degree,$357.49,"$1,894.05",Panama City,FL
512,Thayne,Cussins,Thayne.Cussins@datascience.aot.com,Male,Platnium,Some College,$151.16,$526.91,Brockton,MA
513,Gwendolen,Rhymer,Gwendolen.Rhymer@datascience.aot.com,Female,Platnium,Some College,$221.26,"$4,381.84",Chicago,IL
514,Tybalt,Van der Kruijs,Tybalt.Van der Kruijs@datascience.aot.com,Male,Silver,Master Degree,$300.13,"$2,851.55",Charleston,WV
515,Madison,Cram,Madison.Cram@datascience.aot.com,Male,Gold,Some College,$364.39,"$4,470.85",Duluth,MN
516,Ariela,Rosenblath,Ariela.Rosenblath@datascience.aot.com,Female,Silver,Bachelor Degree,$232.02,"$1,172.01",Tucson,AZ
517,Todd,Blaschke,Todd.Blaschke@datascience.aot.com,Male,Silver,Bachelor Degree,$222.53,"$2,236.03",Sioux Falls,SD
518,Mickie,Caudrelier,Mickie.Caudrelier@datascience.aot.com,Female,Gold,High School Diploma,$305.24,"$3,244.01",Marietta,GA
519,Harvey,Rignall,Harvey.Rignall@datascience.aot.com,Male,Platnium,Bachelor Degree,$261.12,"$2,557.44",Houston,TX
520,Mahmud,Rosenfrucht,Mahmud.Rosenfrucht@datascience.aot.com,Male,Gold,Some College,$304.66,"$3,362.26",Wichita Falls,TX
521,Daryl,Sedman,Daryl.Sedman@datascience.aot.com,Male,Silver,Bachelor Degree,$181.48,$900.70,Atlanta,GA
522,Kathe,Pearse,Kathe.Pearse@datascience.aot.com,Female,None,High School Diploma,$330.32,"$4,998.17",Long Beach,CA
523,Noble,Rotter,Noble.Rotter@datascience.aot.com,Agender,Silver,Some College,$249.53,"$3,202.57",San Jose,CA
524,Corri,Allchorne,Corri.Allchorne@datascience.aot.com,Female,Platnium,Some College,$324.22,"$1,969.17",Hattiesburg,MS
525,Bessy,Madgwick,Bessy.Madgwick@datascience.aot.com,Female,Gold,Bachelor Degree,$150.86,"$4,594.77",Washington,DC
526,Reamonn,Humphries,Reamonn.Humphries@datascience.aot.com,Male,Platnium,Master Degree,$350.84,$597.60,Davenport,IA
527,Clio,Meake,Clio.Meake@datascience.aot.com,Female,Platnium,Some College,$342.64,"$1,314.47",Chicago,IL
528,Lauritz,Angrave,Lauritz.Angrave@datascience.aot.com,Male,Platnium,High School Diploma,$353.39,"$3,869.44",Charleston,SC
529,Patten,Fumagall,Patten.Fumagall@datascience.aot.com,Male,Platnium,PhD,$394.74,"$1,649.59",Austin,TX
530,Dalton,Overington,Dalton.Overington@datascience.aot.com,Polygender,Silver,Bachelor Degree,$236.27,"$3,773.23",Sacramento,CA
531,Ashley,Yakutin,Ashley.Yakutin@datascience.aot.com,Male,None,Master Degree,$241.64,"$2,181.09",Bradenton,FL
532,Kenny,Culy,Kenny.Culy@datascience.aot.com,Male,Silver,High School Diploma,$230.68,"$1,727.03",Dallas,TX
533,Gratiana,Salmen,Gratiana.Salmen@datascience.aot.com,Female,Silver,Some College,$342.56,$548.68,Everett,WA
534,Peri,Stormes,Peri.Stormes@datascience.aot.com,Female,Silver,Master Degree,$257.73,"$3,801.98",Peoria,AZ
535,Joeann,Iowarch,Joeann.Iowarch@datascience.aot.com,Female,None,High School Diploma,$319.85,"$3,582.95",Portsmouth,NH
536,Jeanna,Dearle-Palser,Jeanna.Dearle-Palser@datascience.aot.com,Female,None,Bachelor Degree,$330.23,"$4,449.55",Phoenix,AZ
537,Willamina,Whorlow,Willamina.Whorlow@datascience.aot.com,Female,None,Bachelor Degree,$241.58,"$4,904.41",Portsmouth,NH
538,Zack,Doche,Zack.Doche@datascience.aot.com,Male,Platnium,PhD,$153.71,$507.95,,
539,Tomasine,Dibble,Tomasine.Dibble@datascience.aot.com,Female,None,High School Diploma,$314.25,"$2,873.64",Durham,NC
540,Monty,Ballintyne,Monty.Ballintyne@datascience.aot.com,Male,Gold,High School Diploma,$280.88,"$2,859.13",Charlotte,NC
541,Eddie,Vuitte,Eddie.Vuitte@datascience.aot.com,Female,Platnium,Some College,$381.78,$721.78,Vienna,VA
542,Jessalyn,Edden,Jessalyn.Edden@datascience.aot.com,Genderfluid,Platnium,PhD,$159.07,"$1,639.31",Richmond,VA
543,Steffen,Bilt,Steffen.Bilt@datascience.aot.com,Male,Silver,High School Diploma,$374.45,"$1,743.81",Louisville,KY
544,Janeta,Hazeldean,Janeta.Hazeldean@datascience.aot.com,Female,Gold,High School Diploma,$385.18,"$1,508.73",Durham,NC
545,Theobald,Garlant,Theobald.Garlant@datascience.aot.com,Male,Gold,High School Diploma,$257.50,"$2,198.04",Savannah,GA
546,Cherye,Dutch,Cherye.Dutch@datascience.aot.com,Female,None,High School Diploma,$301.57,"$3,346.73",Jacksonville,FL
547,Wye,Flecknoe,Wye.Flecknoe@datascience.aot.com,Male,Platnium,Master Degree,$257.53,"$4,735.64",North Hollywood,CA
548,Herold,Stuck,Herold.Stuck@datascience.aot.com,Male,None,PhD,$260.29,$796.50,Evansville,IN
549,Skye,La Grange,Skye.La Grange@datascience.aot.com,Male,Gold,PhD,$289.49,"$2,815.59",Terre Haute,IN
550,Marylin,Mertel,Marylin.Mertel@datascience.aot.com,Female,Platnium,Some College,$327.05,"$3,858.52",Columbia,MO
551,Emma,Standon,Emma.Standon@datascience.aot.com,Female,Gold,PhD,$230.91,"$3,169.63",Vienna,VA
552,Lyell,Paule,Lyell.Paule@datascience.aot.com,Genderqueer,Silver,Some College,$334.24,"$2,779.11",Fort Lauderdale,FL
553,Helaina,Prinn,Helaina.Prinn@datascience.aot.com,Polygender,Gold,Some College,$187.10,"$1,198.90",Baton Rouge,LA
554,Larine,Richel,Larine.Richel@datascience.aot.com,Female,None,PhD,$323.76,"$2,418.84",Denver,CO
555,Loutitia,Breinlein,Loutitia.Breinlein@datascience.aot.com,Bigender,Gold,Master Degree,$262.93,"$3,044.05",Colorado Springs,CO
556,Madison,Slemming,Madison.Slemming@datascience.aot.com,Male,Silver,Some College,$152.63,"$2,256.13",,
557,Mozelle,Gerasch,Mozelle.Gerasch@datascience.aot.com,Female,Gold,PhD,$207.77,"$2,706.99",Brooklyn,NY
558,Burl,Sadat,Burl.Sadat@datascience.aot.com,Male,Platnium,Master Degree,$327.44,"$3,899.40",Chicago,IL
559,Calvin,Pindell,Calvin.Pindell@datascience.aot.com,Male,Gold,Some College,$164.67,$936.83,Fargo,ND
560,Tad,Benford,Tad.Benford@datascience.aot.com,Male,None,Some College,$367.81,"$3,273.52",Atlanta,GA
561,Gerry,Simkin,Gerry.Simkin@datascience.aot.com,Genderfluid,Silver,Master Degree,$376.32,"$3,893.80",Petaluma,CA
562,Brigit,Kerss,Brigit.Kerss@datascience.aot.com,Female,Silver,PhD,$352.53,"$4,277.28",Sacramento,CA
563,Kathe,Trafford,Kathe.Trafford@datascience.aot.com,Female,Platnium,PhD,$237.14,"$2,561.68",,
564,Kattie,Bodsworth,Kattie.Bodsworth@datascience.aot.com,Female,Platnium,Master Degree,$374.75,"$3,293.28",Salt Lake City,UT
565,Mallissa,Longland,Mallissa.Longland@datascience.aot.com,Female,Silver,High School Diploma,$308.71,$635.46,Lakeland,FL
566,Wallis,Jako,Wallis.Jako@datascience.aot.com,Female,Silver,Bachelor Degree,$209.61,"$2,967.29",Irvine,CA
567,Ozzy,Cuttles,Ozzy.Cuttles@datascience.aot.com,Male,Silver,High School Diploma,$153.41,"$3,533.23",Arvada,CO
568,Chicky,Enrdigo,Chicky.Enrdigo@datascience.aot.com,Bigender,Silver,Bachelor Degree,$351.58,"$4,633.16",Miami,FL
569,Briney,Gallymore,Briney.Gallymore@datascience.aot.com,Female,Gold,Master Degree,$285.58,"$4,583.82",Berkeley,CA
570,Carlye,Roundtree,Carlye.Roundtree@datascience.aot.com,Female,Silver,Some College,$315.95,"$1,256.43",Newark,NJ
571,Bellina,Cronkshaw,Bellina.Cronkshaw@datascience.aot.com,Female,Silver,Master Degree,$280.66,"$2,908.23",Phoenix,AZ
572,Chiquia,Rattenberie,Chiquia.Rattenberie@datascience.aot.com,Female,Platnium,Some College,$273.65,"$1,549.63",Cincinnati,OH
573,Whitby,Merriment,Whitby.Merriment@datascience.aot.com,Male,Gold,High School Diploma,$205.24,"$3,787.67",Saint Louis,MO
574,Juanita,Nowick,Juanita.Nowick@datascience.aot.com,Non-binary,Platnium,Some College,$389.82,"$4,287.48",Naples,FL
575,Neron,Skydall,Neron.Skydall@datascience.aot.com,Male,None,High School Diploma,$281.75,"$1,033.20",,
576,Myranda,Doggrell,Myranda.Doggrell@datascience.aot.com,Female,Gold,High School Diploma,$308.96,"$2,486.87",Austin,TX
577,Constancy,Stout,Constancy.Stout@datascience.aot.com,Agender,Silver,High School Diploma,$240.69,"$2,218.59",,
578,Vilhelmina,Wibrow,Vilhelmina.Wibrow@datascience.aot.com,Female,None,Some College,$301.57,"$4,917.41",Washington,DC
579,Venita,Hanselmann,Venita.Hanselmann@datascience.aot.com,Non-binary,Silver,High School Diploma,$389.31,"$3,306.03",Mesa,AZ
580,Avivah,Lukas,Avivah.Lukas@datascience.aot.com,Female,None,PhD,$219.42,"$1,626.65",Killeen,TX
581,Clio,Rilings,Clio.Rilings@datascience.aot.com,Female,None,Some College,$182.06,"$1,564.38",,
582,Eloisa,Kirlin,Eloisa.Kirlin@datascience.aot.com,Female,Silver,Some College,$381.23,"$3,912.20",New Haven,CT
583,Catina,Pentlow,Catina.Pentlow@datascience.aot.com,Female,Gold,Some College,$313.72,"$3,574.91",Minneapolis,MN
584,Abdel,McCaw,Abdel.McCaw@datascience.aot.com,Male,Platnium,Some College,$297.23,"$4,919.85",Corona,CA
585,Antony,De Biasi,Antony.De Biasi@datascience.aot.com,Male,Silver,,,,Denver,CO
586,Oralle,Smail,Oralle.Smail@datascience.aot.com,Female,Platnium,PhD,$398.29,"$4,274.26",Oklahoma City,OK
587,Franzen,Jindrak,Franzen.Jindrak@datascience.aot.com,Male,Gold,Some College,$292.96,"$3,270.58",Chicago,IL
588,Berty,Hollingsbee,Berty.Hollingsbee@datascience.aot.com,Male,Silver,High School Diploma,$231.83,"$4,668.68",Bethlehem,PA
589,Emalia,Sellers,Emalia.Sellers@datascience.aot.com,Genderqueer,Gold,Bachelor Degree,$287.55,"$2,556.49",,
590,Maiga,Cisec,Maiga.Cisec@datascience.aot.com,Female,None,Some College,$245.86,"$1,770.51",Brooklyn,NY
591,Dare,Paulton,Dare.Paulton@datascience.aot.com,Male,Silver,Master Degree,$278.16,"$3,198.90",,
592,Tani,Mateus,Tani.Mateus@datascience.aot.com,Female,Gold,Bachelor Degree,$376.96,"$2,228.85",Topeka,KS
593,Paul,Plimmer,Paul.Plimmer@datascience.aot.com,Male,Platnium,Some College,$205.97,"$2,016.87",Tuscaloosa,AL
594,Aldon,Slad,Aldon.Slad@datascience.aot.com,Male,Platnium,High School Diploma,$379.76,"$1,082.96",Spring Hill,FL
595,Weylin,Drew-Clifton,Weylin.Drew-Clifton@datascience.aot.com,Male,Gold,Master Degree,$385.25,"$1,892.03",,
596,Dall,Peerless,Dall.Peerless@datascience.aot.com,Male,Silver,Master Degree,$391.17,"$4,373.94",San Antonio,TX
597,Hersch,Badini,Hersch.Badini@datascience.aot.com,Male,Silver,Bachelor Degree,$272.82,"$3,587.67",Hartford,CT
598,Tamas,Midlar,Tamas.Midlar@datascience.aot.com,Male,None,Bachelor Degree,$214.33,"$4,845.79",Grand Forks,ND
599,Gusty,MacParlan,Gusty.MacParlan@datascience.aot.com,Genderqueer,Gold,Master Degree,$367.67,"$4,216.13",New York City,NY
600,Melinde,Armall,Melinde.Armall@datascience.aot.com,Female,Silver,High School Diploma,$357.33,"$1,148.20",Brockton,MA
601,Sheri,Behrens,Sheri.Behrens@datascience.aot.com,Female,Platnium,Some College,$366.64,"$1,266.11",,
602,Kendal,Clawson,Kendal.Clawson@datascience.aot.com,Male,Silver,High School Diploma,$367.90,"$3,868.49",Oceanside,CA
603,Maryrose,Luckhurst,Maryrose.Luckhurst@datascience.aot.com,Female,Gold,High School Diploma,$368.80,"$4,506.69",Erie,PA
604,Lezlie,Coveney,Lezlie.Coveney@datascience.aot.com,Female,Silver,Some College,$362.54,"$2,897.78",Saint Paul,MN
605,Elwin,Pydcock,Elwin.Pydcock@datascience.aot.com,Male,None,Some College,$186.98,"$4,870.22",Sacramento,CA
606,Brod,Hughesdon,Brod.Hughesdon@datascience.aot.com,Male,None,PhD,$286.90,"$2,214.46",Boulder,CO
607,Mitchel,Swann,Mitchel.Swann@datascience.aot.com,Genderqueer,None,Bachelor Degree,$231.22,"$3,328.84",Oklahoma City,OK
608,Lenna,Askie,Lenna.Askie@datascience.aot.com,Female,Gold,Bachelor Degree,$307.83,"$2,783.80",Lafayette,IN
609,Paten,Gainfort,Paten.Gainfort@datascience.aot.com,Male,Silver,High School Diploma,$309.82,"$2,237.95",Dallas,TX
610,Ade,Maps,Ade.Maps@datascience.aot.com,Male,Silver,PhD,$299.37,$888.29,Rochester,NY
611,Karoline,Entwisle,Karoline.Entwisle@datascience.aot.com,Female,Gold,High School Diploma,$354.96,"$1,982.19",San Antonio,TX
612,Dennie,Fridlington,Dennie.Fridlington@datascience.aot.com,Male,Silver,Some College,$360.65,"$2,446.04",,
613,Shayna,Goodband,Shayna.Goodband@datascience.aot.com,Female,None,Bachelor Degree,$242.05,"$1,708.67",Washington,DC
614,Alina,Brunton,Alina.Brunton@datascience.aot.com,Female,Silver,Master Degree,$264.69,"$2,938.65",Jacksonville,FL
615,Druci,Linnane,Druci.Linnane@datascience.aot.com,Female,Platnium,,,,Nashville,TN
616,Bari,Di Giorgio,Bari.Di Giorgio@datascience.aot.com,Female,Silver,Some College,$281.84,"$4,793.13",Phoenix,AZ
617,Barton,Lippiello,Barton.Lippiello@datascience.aot.com,Non-binary,None,High School Diploma,$340.14,"$1,610.21",Oakland,CA
618,Bevon,Schohier,Bevon.Schohier@datascience.aot.com,Male,Gold,Bachelor Degree,$251.21,$710.08,Wichita Falls,TX
619,Ronny,Atkins,Ronny.Atkins@datascience.aot.com,Male,Platnium,PhD,$288.18,"$4,636.26",Norfolk,VA
620,Isa,Doumerque,Isa.Doumerque@datascience.aot.com,Female,Platnium,PhD,$392.10,"$3,851.17",,
621,Joanne,Crotty,Joanne.Crotty@datascience.aot.com,Female,Gold,High School Diploma,$359.56,"$1,817.44",New York City,NY
622,Grethel,Meriott,Grethel.Meriott@datascience.aot.com,Bigender,None,High School Diploma,$171.04,"$4,847.80",Fort Lauderdale,FL
623,Lilli,Frill,Lilli.Frill@datascience.aot.com,Female,Gold,PhD,$365.00,"$2,673.84",Seattle,WA
624,Bernetta,Littlekit,Bernetta.Littlekit@datascience.aot.com,Agender,Silver,PhD,$227.18,$936.14,Washington,DC
625,Phyllida,Olesen,Phyllida.Olesen@datascience.aot.com,Agender,Gold,High School Diploma,$186.06,"$4,868.63",Arlington,VA
626,Alina,Gynn,Alina.Gynn@datascience.aot.com,Female,Silver,PhD,$275.51,"$4,586.09",Washington,DC
627,Raul,McKinnell,Raul.McKinnell@datascience.aot.com,Male,None,Some College,$225.99,"$2,339.56",,
628,Rogers,Boldero,Rogers.Boldero@datascience.aot.com,Male,None,Master Degree,$169.11,"$1,220.01",Baltimore,MD
629,Jessey,Itshak,Jessey.Itshak@datascience.aot.com,Male,Gold,Bachelor Degree,$323.33,"$2,848.11",,
630,Timotheus,Bedome,Timotheus.Bedome@datascience.aot.com,Male,Silver,PhD,$390.20,"$1,810.47",Hartford,CT
631,Cortney,Omar,Cortney.Omar@datascience.aot.com,Female,None,Bachelor Degree,$186.26,"$1,001.61",Atlanta,GA
632,Archibold,Keable,Archibold.Keable@datascience.aot.com,Genderqueer,None,High School Diploma,$372.32,$510.84,Brooklyn,NY
633,Gottfried,Desporte,Gottfried.Desporte@datascience.aot.com,Male,Gold,Master Degree,$299.66,"$3,676.61",Memphis,TN
634,Waiter,Hewkin,Waiter.Hewkin@datascience.aot.com,Male,Platnium,High School Diploma,$164.17,"$3,931.96",Seattle,WA
635,Abagail,Mishaw,Abagail.Mishaw@datascience.aot.com,Female,Platnium,Some College,$165.76,"$4,150.93",,
636,Nealy,Raftery,Nealy.Raftery@datascience.aot.com,Male,None,Bachelor Degree,$342.95,"$1,374.29",San Antonio,TX
637,Kathryn,Jensen,Kathryn.Jensen@datascience.aot.com,Female,Platnium,PhD,$370.51,"$4,511.52",Terre Haute,IN
638,Valeda,McCulley,Valeda.McCulley@datascience.aot.com,Female,Platnium,Some College,$224.97,"$1,811.75",Spartanburg,SC
639,Cyrus,Bodd,Cyrus.Bodd@datascience.aot.com,Male,Platnium,PhD,$329.54,"$2,266.48",Merrifield,VA
640,Audry,Crampsy,Audry.Crampsy@datascience.aot.com,Female,Platnium,High School Diploma,$398.58,"$3,342.19",Alexandria,VA
641,Silva,Mc Comb,Silva.Mc Comb@datascience.aot.com,Female,Silver,PhD,$165.86,$717.62,Louisville,KY
642,Maressa,Allcorn,Maressa.Allcorn@datascience.aot.com,Female,Gold,High School Diploma,$189.57,"$4,106.65",Las Vegas,NV
643,Iago,Sweed,Iago.Sweed@datascience.aot.com,Male,None,Bachelor Degree,$174.78,"$4,562.18",Memphis,TN
644,Hedi,Golborne,Hedi.Golborne@datascience.aot.com,Female,Platnium,Some College,$305.26,"$4,471.93",Daytona Beach,FL
